act,scene,anchor_a,anchor_b,gap,boundaries_between,excess,closes,boundary_position,boundary_n,leads_into
2,4,50,80,30,33,3,no,18,,An thou hadst been set i' the stocks
2,4,50,80,30,33,3,no,19,,for that
2,4,50,80,30,33,3,no,20,,"Why, fool?"
2,4,50,80,30,33,3,no,21,,"We'll set thee to school to an ant, to"
2,4,50,80,30,33,3,no,22,,teach
2,4,50,80,30,33,3,no,23,,All that follow their
2,4,50,80,30,33,3,no,24,,eyes but blind men; and there's
2,4,50,80,30,33,3,no,25,,among twenty but can smell him that's stinking.
2,4,50,80,30,33,3,no,26,,Let go thy hold when a great wheel runs
2,4,50,80,30,33,3,no,27,,down a
2,4,50,80,30,33,3,no,28,,it; but the
2,4,50,80,30,33,3,no,29,,"hill, let him draw thee after."
2,4,50,80,30,33,3,no,30,,"man gives thee better counsel, give me mine"
2,4,50,80,30,33,3,no,31,,again: I would have none but knaves follow
2,4,50,80,30,33,3,no,32,,"it, since a"
2,4,50,80,30,33,3,no,33,80,"That which serves and seeks for gain,"
2,4,80,91,11,11,0,yes,,,
2,4,91,100,9,11,2,no,1,,The images of revolt and flying off.
2,4,91,100,9,11,2,no,2,,Fetch me a better answer.
2,4,91,100,9,11,2,no,3,,"My dear lord,"
2,4,91,100,9,11,2,no,4,,You know the fiery quality of the duke;
2,4,91,100,9,11,2,no,5,,How unremoveable and fix'd he is
2,4,91,100,9,11,2,no,6,,In his own course.
2,4,91,100,9,11,2,no,7,,Vengeance! plague! death! confusion!
2,4,91,100,9,11,2,no,8,,"Fiery? what quality? Why, Gloucester, Gloucester,"
2,4,91,100,9,11,2,no,9,,I'll speak with the Duke of Cornwall and his wife.
2,4,91,100,9,11,2,no,10,,"Well, my good lord, I have inform'd them so."
2,4,91,100,9,11,2,no,11,100,Inform'd them! Dost thou under-
2,4,100,110,10,10,0,yes,,,
2,4,110,120,10,10,0,yes,,,
2,4,120,130,10,11,1,no,1,,Till it cry sleep to death.
2,4,120,130,10,11,1,no,2,,I would have all well betwixt you.
2,4,120,130,10,11,1,no,3,,"O me, my heart, my rising heart! but, down!"
2,4,120,130,10,11,1,no,4,,"Cry to it, uncle, as the cockney did"
2,4,120,130,10,11,1,no,5,,to the
2,4,120,130,10,11,1,no,6,,she knapped 'em
2,4,120,130,10,11,1,no,7,,"and cried 'Down, wantons,"
2,4,120,130,10,11,1,no,8,,"brother that, in pure kindness to his"
2,4,120,130,10,11,1,no,9,,buttered his hay.
2,4,120,130,10,11,1,no,10,,Good morrow to you both.
2,4,120,130,10,11,1,no,11,130,Hail to your grace.
2,4,130,140,10,10,0,yes,,,
2,4,140,149,9,11,2,no,1,,"I pray you, sir, take patience: I have hope"
2,4,140,149,9,11,2,no,2,,You less know how to value her desert
2,4,140,149,9,11,2,no,3,,Than she to scant her duty.
2,4,140,149,9,11,2,no,4,,"Say, how is that?"
2,4,140,149,9,11,2,no,5,,I cannot think my sister in the least
2,4,140,149,9,11,2,no,6,,"Would fail her obligation: if, sir, perchance"
2,4,140,149,9,11,2,no,7,,"She have restrain'd the riots of your followers,"
2,4,140,149,9,11,2,no,8,,"'Tis on such ground, and to such wholesome end,"
2,4,140,149,9,11,2,no,9,,As clears her from all blame.
2,4,140,149,9,11,2,no,10,,My curses on her!
2,4,140,149,9,11,2,no,11,149,"O, sir, you are old;"
2,4,149,160,11,13,2,no,1,,Nature in you stands on the very verge
2,4,149,160,11,13,2,no,2,,Of her confine: you should be ruled and led
2,4,149,160,11,13,2,no,3,,"By some discretion, that discerns your state"
2,4,149,160,11,13,2,no,4,,"Better than yourself. Therefore, I pray you,"
2,4,149,160,11,13,2,no,5,,That to our sister you do make return;
2,4,149,160,11,13,2,no,6,,"Say you have wrong'd her, sir."
2,4,149,160,11,13,2,no,7,,Ask her forgiveness?
2,4,149,160,11,13,2,no,8,,Do you but mark how this becomes the house:
2,4,149,160,11,13,2,no,9,,"'Dear daughter, I confess that I am old;"
2,4,149,160,11,13,2,no,10,,Age is unnecessary: on my knees I beg
2,4,149,160,11,13,2,no,11,,"That you'll vouchsafe me raiment, bed, and food.'"
2,4,149,160,11,13,2,no,12,,"Good sir, no more; these are unsightly tricks:"
2,4,149,160,11,13,2,no,13,160,Return you to my sister.
2,4,160,170,10,11,1,no,1,,[Rising]
2,4,160,170,10,11,1,no,2,,She hath abated me of half my train;
2,4,160,170,10,11,1,no,3,,"Look'd black upon me; struck me with her tongue,"
2,4,160,170,10,11,1,no,4,,"Most serpent-like, upon the very heart:"
2,4,160,170,10,11,1,no,5,,All the stored vengeances of heaven fall
2,4,160,170,10,11,1,no,6,,"On her ingrateful top! Strike her young bones,"
2,4,160,170,10,11,1,no,7,,"You taking airs, with lameness!"
2,4,160,170,10,11,1,no,8,,"Fie, sir, fie!"
2,4,160,170,10,11,1,no,9,,"You nimble lightnings, dart your blinding flames"
2,4,160,170,10,11,1,no,10,,"Into her scornful eyes! Infect her beauty,"
2,4,160,170,10,11,1,no,11,170,"You fen-suck'd fogs, drawn by the powerful sun,"
2,4,170,181,11,11,0,yes,,,
2,4,181,191,10,14,4,no,1,,"The offices of nature, bond of childhood,"
2,4,181,191,10,14,4,no,2,,"Effects of courtesy, dues of gratitude;"
2,4,181,191,10,14,4,no,3,,Thy half o' the kingdom hast thou not forgot
2,4,181,191,10,14,4,no,4,,Wherein I thee endow'd.
2,4,181,191,10,14,4,no,5,,"Good sir, to the purpose."
2,4,181,191,10,14,4,no,6,,Who put my man i' the stocks?
2,4,181,191,10,14,4,no,7,,What trumpet's that?
2,4,181,191,10,14,4,no,8,,"I know't, my sister's: this approves her letter,"
2,4,181,191,10,14,4,no,9,,That she would soon be here.
2,4,181,191,10,14,4,no,10,,Is your lady come?
2,4,181,191,10,14,4,no,11,,"This is a slave, whose easy-borrow'd pride"
2,4,181,191,10,14,4,no,12,,Dwells in the fickle grace of her he follows.
2,4,181,191,10,14,4,no,13,,"Out, varlet, from my sight!"
2,4,181,191,10,14,4,no,14,191,What means your grace?
2,4,191,201,10,11,1,no,1,,"Who stock'd my servant? Regan, I have good hope"
2,4,191,201,10,11,1,no,2,,Thou didst not know on't.
2,4,191,201,10,11,1,no,3,,"If you do love old men, if your sweet sway"
2,4,191,201,10,11,1,no,4,,"Allow obedience, if yourselves are old,"
2,4,191,201,10,11,1,no,5,,"Make it your cause; send down, and take my part!"
2,4,191,201,10,11,1,no,6,,[To Gon.]
2,4,191,201,10,11,1,no,7,,"O Regan, wilt thou take her by the hand?"
2,4,191,201,10,11,1,no,8,,"Why not by the hand, sir? How have I offended?"
2,4,191,201,10,11,1,no,9,,All's not offence that indiscretion finds
2,4,191,201,10,11,1,no,10,,And dotage terms so.
2,4,191,201,10,11,1,no,11,201,"O sides, you are too tough;"
2,4,201,210,9,10,1,no,1,,Will you yet hold?
2,4,201,210,9,10,1,no,2,,"I set him there, sir: but his own disorders"
2,4,201,210,9,10,1,no,3,,Deserved much less advancement.
2,4,201,210,9,10,1,no,4,,You! did you?
2,4,201,210,9,10,1,no,5,,"I pray you, father, being weak, seem so."
2,4,201,210,9,10,1,no,6,,"If, till the expiration of your month,"
2,4,201,210,9,10,1,no,7,,"You will return and sojourn with my sister,"
2,4,201,210,9,10,1,no,8,,"Dismissing half your train, come then to me:"
2,4,201,210,9,10,1,no,9,,"I am now from home, and out of that provision"
2,4,201,210,9,10,1,no,10,210,Which shall be needful to your entertainment.
2,4,210,221,11,12,1,no,1,,"Return to her, and fifty men dismiss'd?"
2,4,210,221,11,12,1,no,2,,"No, rather I abjure all roofs, and choose"
2,4,210,221,11,12,1,no,3,,To wage against the enmity o' the air;
2,4,210,221,11,12,1,no,4,,"To be a comrade with the wolf and owl,--"
2,4,210,221,11,12,1,no,5,,Necessity's sharp pinch! Return with her?
2,4,210,221,11,12,1,no,6,,"Why, the hot-blooded France, that dowerless took"
2,4,210,221,11,12,1,no,7,,"Our youngest born, I could as well be brought"
2,4,210,221,11,12,1,no,8,,"To knee his throne, and, squire-like, pension beg"
2,4,210,221,11,12,1,no,9,,To keep base life afoot. Return with her?
2,4,210,221,11,12,1,no,10,,Persuade me rather to be slave and sumpter
2,4,210,221,11,12,1,no,11,,To this detested groom.
2,4,210,221,11,12,1,no,12,221,"At your choice, sir."
2,4,221,230,9,9,0,yes,,,
2,4,230,240,10,12,2,no,1,,"I do not bid the thunder-bearer shoot,"
2,4,230,240,10,12,2,no,2,,Nor tell tales of thee to high-judging Jove:
2,4,230,240,10,12,2,no,3,,Mend when thou canst; be better at thy leisure:
2,4,230,240,10,12,2,no,4,,"I can be patient; I can stay with Regan,"
2,4,230,240,10,12,2,no,5,,I and my hundred knights.
2,4,230,240,10,12,2,no,6,,Not altogether so:
2,4,230,240,10,12,2,no,7,,"I look'd not for you yet, nor am provided"
2,4,230,240,10,12,2,no,8,,"For your fit welcome. Give ear, sir, to my sister;"
2,4,230,240,10,12,2,no,9,,For those that mingle reason with your passion
2,4,230,240,10,12,2,no,10,,"Must be content to think you old, and so--"
2,4,230,240,10,12,2,no,11,,But she knows what she does.
2,4,230,240,10,12,2,no,12,240,Is this well spoken?
2,4,240,250,10,10,0,yes,,,
2,4,250,260,10,11,1,no,1,,"For now I spy a danger,--I entreat you"
2,4,250,260,10,11,1,no,2,,To bring but five and twenty: to no more
2,4,250,260,10,11,1,no,3,,Will I give place or notice.
2,4,250,260,10,11,1,no,4,,I gave you all--
2,4,250,260,10,11,1,no,5,,And in good time you gave it.
2,4,250,260,10,11,1,no,6,,"Made you my guardians, my depositaries;"
2,4,250,260,10,11,1,no,7,,But kept a reservation to be follow'd
2,4,250,260,10,11,1,no,8,,"With such a number. What, must I come to you"
2,4,250,260,10,11,1,no,9,,"With five and twenty, Regan? said you so?"
2,4,250,260,10,11,1,no,10,,"And speak't again, my lord; no more with me."
2,4,250,260,10,11,1,no,11,260,"Those wicked creatures yet do look well-favour'd,"
2,4,260,270,10,12,2,no,1,,When others are more wicked; not being the worst
2,4,260,270,10,12,2,no,2,,Stands in some rank of praise.
2,4,260,270,10,12,2,no,3,,"Thy fifty yet doth double five-and-twenty,"
2,4,260,270,10,12,2,no,4,,And thou art twice her love.
2,4,260,270,10,12,2,no,5,,"Hear me, my lord:"
2,4,260,270,10,12,2,no,6,,"What need you five and twenty, ten, or five,"
2,4,260,270,10,12,2,no,7,,To follow in a house where twice so many
2,4,260,270,10,12,2,no,8,,Have a command to tend you?
2,4,260,270,10,12,2,no,9,,What need one?
2,4,260,270,10,12,2,no,10,,"O, reason not the need: our basest beggars"
2,4,260,270,10,12,2,no,11,,Are in the poorest things superfluous:
2,4,260,270,10,12,2,no,12,270,"Allow not nature more than nature needs,"
2,4,270,281,11,11,0,yes,,,
2,4,281,291,10,10,0,yes,,,
2,4,291,310,19,22,3,no,1,,This house is little: the old man and his people
2,4,291,310,19,22,3,no,2,,Cannot be well bestow'd.
2,4,291,310,19,22,3,no,3,,"'Tis his own blame; hath put himself from rest,"
2,4,291,310,19,22,3,no,4,,And must needs taste his folly.
2,4,291,310,19,22,3,no,5,,"For this particular, I'll receive him gladly,"
2,4,291,310,19,22,3,no,6,,But not one follower.
2,4,291,310,19,22,3,no,7,,So am I purposed.
2,4,291,310,19,22,3,no,8,,Where is my lord of Gloucester?
2,4,291,310,19,22,3,no,9,,Follow'd the old man forth: he is return'd.
2,4,291,310,19,22,3,no,10,,The king is in high rage.
2,4,291,310,19,22,3,no,11,,Whither is he going?
2,4,291,310,19,22,3,no,12,,He calls to horse; but will I know not whither.
2,4,291,310,19,22,3,no,13,,'Tis best to give him way; he leads himself.
2,4,291,310,19,22,3,no,14,,"My lord, entreat him by no means to stay."
2,4,291,310,19,22,3,no,15,,"Alack, the night comes on, and the bleak winds"
2,4,291,310,19,22,3,no,16,,Do sorely ruffle; for many miles about
2,4,291,310,19,22,3,no,17,,There's scarce a bush.
2,4,291,310,19,22,3,no,18,,"O, sir, to wilful men,"
2,4,291,310,19,22,3,no,19,,The injuries that they themselves procure
2,4,291,310,19,22,3,no,20,,Must be their schoolmasters. Shut up your doors:
2,4,291,310,19,22,3,no,21,,He is attended with a desperate train;
2,4,291,310,19,22,3,no,22,310,"And what they may incense him to, being apt"
3,1,11,20,9,11,2,no,1,,The to-and-fro-conflicting wind and rain.
3,1,11,20,9,11,2,no,2,,"This night, wherein the cub-drawn bear would couch,"
3,1,11,20,9,11,2,no,3,,The lion and the belly-pinched wolf
3,1,11,20,9,11,2,no,4,,"Keep their fur dry, unbonneted he runs,"
3,1,11,20,9,11,2,no,5,,And bids what will take all.
3,1,11,20,9,11,2,no,6,,But who is with him?
3,1,11,20,9,11,2,no,7,,None but the fool; who labours to out-jest
3,1,11,20,9,11,2,no,8,,His heart-struck injuries.
3,1,11,20,9,11,2,no,9,,"Sir, I do know you;"
3,1,11,20,9,11,2,no,10,,"And dare, upon the warrant of my note,"
3,1,11,20,9,11,2,no,11,20,"Commend a dear thing to you. There is division,"
3,1,20,30,10,10,0,yes,,,
3,1,30,40,10,10,0,yes,,,
3,1,40,50,10,11,1,no,1,,I am a gentleman of blood and breeding;
3,1,40,50,10,11,1,no,2,,"And, from some knowledge and assurance, offer"
3,1,40,50,10,11,1,no,3,,This office to you.
3,1,40,50,10,11,1,no,4,,I will talk further with you.
3,1,40,50,10,11,1,no,5,,"No, do not."
3,1,40,50,10,11,1,no,6,,For confirmation that I am much more
3,1,40,50,10,11,1,no,7,,"Than my out-wall, open this purse and take"
3,1,40,50,10,11,1,no,8,,"What it contains. If you shall see Cordelia,--"
3,1,40,50,10,11,1,no,9,,"As fear not but you shall,--show her this ring;"
3,1,40,50,10,11,1,no,10,,And she will tell you who your fellow is
3,1,40,50,10,11,1,no,11,50,That yet you do not know. Fie on this storm!
3,2,9,21,12,13,1,no,1,,That make ingrateful man!
3,2,9,21,12,13,1,no,2,,"O nuncle, court holy-water in a dry"
3,2,9,21,12,13,1,no,3,,house is
3,2,9,21,12,13,1,no,4,,"Good nuncle,"
3,2,9,21,12,13,1,no,5,,here's a night pities
3,2,9,21,12,13,1,no,6,,nor fool.
3,2,9,21,12,13,1,no,7,,"Rumble thy bellyful! Spit, fire! spout, rain!"
3,2,9,21,12,13,1,no,8,,"Nor rain, wind, thunder, fire, are my daughters:"
3,2,9,21,12,13,1,no,9,,"I tax not you, you elements with unkindness;"
3,2,9,21,12,13,1,no,10,,"I never gave you kingdom, call'd you children,"
3,2,9,21,12,13,1,no,11,,You owe me no subscription: then let fall
3,2,9,21,12,13,1,no,12,,"Your horrible pleasure; here I stand, your slave,"
3,2,9,21,12,13,1,no,13,21,"A poor, infirm, weak, and despised old man:"
3,2,21,30,9,9,0,yes,,,
3,2,30,41,11,11,0,yes,,,
3,2,41,51,10,11,1,no,1,,that's a
3,2,41,51,10,11,1,no,2,,"Alas, sir, are you here? things that love night"
3,2,41,51,10,11,1,no,3,,Love not such nights as these; the wrathful skies
3,2,41,51,10,11,1,no,4,,"Gallow the very wanderers of the dark,"
3,2,41,51,10,11,1,no,5,,"And make them keep their caves: since I was man,"
3,2,41,51,10,11,1,no,6,,"Such sheets of fire, such bursts of horrid thunder,"
3,2,41,51,10,11,1,no,7,,"Such groans of roaring wind and rain, I never"
3,2,41,51,10,11,1,no,8,,Remember to have heard: man's nature cannot carry
3,2,41,51,10,11,1,no,9,,The affliction nor the fear.
3,2,41,51,10,11,1,no,10,,"Let the great gods,"
3,2,41,51,10,11,1,no,11,51,"That keep this dreadful pother o'er our heads,"
3,2,51,60,9,10,1,no,1,,"Find out their enemies now. Tremble, thou wretch,"
3,2,51,60,9,10,1,no,2,,"That hast within thee undivulged crimes,"
3,2,51,60,9,10,1,no,3,,"Unwhipp'd of justice: hide thee, thou bloody hand;"
3,2,51,60,9,10,1,no,4,,"Thou perjured, and thou simular man of virtue"
3,2,51,60,9,10,1,no,5,,"That art incestuous: caitiff, to pieces shake,"
3,2,51,60,9,10,1,no,6,,That under covert and convenient seeming
3,2,51,60,9,10,1,no,7,,"Hast practised on man's life: close pent-up guilts,"
3,2,51,60,9,10,1,no,8,,"Rive your concealing continents, and cry"
3,2,51,60,9,10,1,no,9,,These dreadful summoners grace. I am a man
3,2,51,60,9,10,1,no,10,60,More sinn'd against than sinning.
3,2,60,70,10,11,1,no,1,,"Alack, bare-headed!"
3,2,60,70,10,11,1,no,2,,"Gracious my lord, hard by here is a hovel;"
3,2,60,70,10,11,1,no,3,,Some friendship will it lend you 'gainst the tempest:
3,2,60,70,10,11,1,no,4,,Repose thou there; while I to this hard house--
3,2,60,70,10,11,1,no,5,,More harder than the stones whereof 'tis raised;
3,2,60,70,10,11,1,no,6,,"Which even but now, demanding after you,"
3,2,60,70,10,11,1,no,7,,"Denied me to come in--return, and force"
3,2,60,70,10,11,1,no,8,,Their scanted courtesy.
3,2,60,70,10,11,1,no,9,,My wits begin to turn.
3,2,60,70,10,11,1,no,10,,"Come on, my boy: how dost, my boy? art cold?"
3,2,60,70,10,11,1,no,11,70,"I am cold myself. Where is this straw, my fellow?"
3,2,70,80,10,10,0,yes,,,
3,2,80,91,11,11,0,yes,,,
3,4,10,20,10,11,1,no,1,,"But if thy flight lay toward the raging sea,"
3,4,10,20,10,11,1,no,2,,"Thou'ldst meet the bear i' the mouth. When the mind's free,"
3,4,10,20,10,11,1,no,3,,The body's delicate: the tempest in my mind
3,4,10,20,10,11,1,no,4,,Doth from my senses take all feeling else
3,4,10,20,10,11,1,no,5,,Save what beats there. Filial ingratitude!
3,4,10,20,10,11,1,no,6,,Is it not as this mouth should tear this hand
3,4,10,20,10,11,1,no,7,,For lifting food to 't? But I will punish home:
3,4,10,20,10,11,1,no,8,,"No, I will weep no more. In such a night"
3,4,10,20,10,11,1,no,9,,To shut me out! Pour on; I will endure.
3,4,10,20,10,11,1,no,10,,"Tn such a night as this! O Regan, Goneril!"
3,4,10,20,10,11,1,no,11,20,"Your old kind father, whose frank heart gave"
3,4,20,30,10,11,1,no,1,,"all,--"
3,4,20,30,10,11,1,no,2,,"O, that way madness lies; let me shun that;"
3,4,20,30,10,11,1,no,3,,No more of that.
3,4,20,30,10,11,1,no,4,,"Good my lord, enter here."
3,4,20,30,10,11,1,no,5,,"Prithee, go in thyself; seek thine own ease:"
3,4,20,30,10,11,1,no,6,,This tempest will not give me leave to ponder
3,4,20,30,10,11,1,no,7,,On things would hurt me more. But I'll go in.
3,4,20,30,10,11,1,no,8,,[To the Fool]
3,4,20,30,10,11,1,no,9,,"Nay, get thee in. I'll pray, and then I'll sleep."
3,4,20,30,10,11,1,no,10,,"Poor naked wretches, wheresoe'er you are,"
3,4,20,30,10,11,1,no,11,30,"That bide the pelting of this pitiless storm,"
3,4,30,50,20,19,-1,no,1,,"How shall your houseless heads and unfed sides,"
3,4,30,50,20,19,-1,no,2,,"Your loop'd and window'd raggedness, defend you"
3,4,30,50,20,19,-1,no,3,,"From seasons such as these? O, I have ta'en"
3,4,30,50,20,19,-1,no,4,,"Too little care of this! Take physic, pomp;"
3,4,30,50,20,19,-1,no,5,,"Expose thyself to feel what wretches feel,"
3,4,30,50,20,19,-1,no,6,,"That thou mayst shake the superflux to them,"
3,4,30,50,20,19,-1,no,7,,And show the heavens more just.
3,4,30,50,20,19,-1,no,8,,"Fathom and half, fathom and half! Poor Tom! [The Fool runs o"
3,4,30,50,20,19,-1,no,9,,"Come not in here, nuncle, here's aspirit."
3,4,30,50,20,19,-1,no,10,,Help
3,4,30,50,20,19,-1,no,11,,Give me thy hand. Who's there?
3,4,30,50,20,19,-1,no,12,,"A spirit, a spirit: he says his name's"
3,4,30,50,20,19,-1,no,13,,poor
3,4,30,50,20,19,-1,no,14,,What art thou that dost grumble
3,4,30,50,20,19,-1,no,15,,there i' the
3,4,30,50,20,19,-1,no,16,,Away! the foul fiend follows me!
3,4,30,50,20,19,-1,no,17,,Through the
3,4,30,50,20,19,-1,no,18,,Hum! go to thy cold
3,4,30,50,20,19,-1,no,19,50,Hast thou given all to thy two daughters?
3,4,50,70,20,21,1,no,1,,And art
3,4,50,70,20,21,1,no,2,,Who gives any thing to poor Tom?
3,4,50,70,20,21,1,no,3,,whom
3,4,50,70,20,21,1,no,4,,"through flame,"
3,4,50,70,20,21,1,no,5,,o'er bog and quagmire;
3,4,50,70,20,21,1,no,6,,"knives under his pillow, and halters"
3,4,50,70,20,21,1,no,7,,pew; set ratsbane by his porridge; made him
3,4,50,70,20,21,1,no,8,,"proud of heart, to ride on a bay trotting-horse"
3,4,50,70,20,21,1,no,9,,over four-inched
3,4,50,70,20,21,1,no,10,,shadow for a traitor.
3,4,50,70,20,21,1,no,11,,"Tom's a-cold,--O, do de, do de, do de."
3,4,50,70,20,21,1,no,12,,"thee from whirlwinds, star-blasting, and taking!"
3,4,50,70,20,21,1,no,13,,"Do poor Tom some charity, whom the"
3,4,50,70,20,21,1,no,14,,foul fiend
3,4,50,70,20,21,1,no,15,,"--and there,--and there"
3,4,50,70,20,21,1,no,16,,"What, have his daughters brought him to this pass?"
3,4,50,70,20,21,1,no,17,,Couldst thou save nothing? Didst thou give them all?
3,4,50,70,20,21,1,no,18,,"Nay, he reserved a blanket, else we"
3,4,50,70,20,21,1,no,19,,had been all
3,4,50,70,20,21,1,no,20,,"Now, all the plagues that in the pendulous air"
3,4,50,70,20,21,1,no,21,70,Hang fated o'er men's faults light on thy
3,4,70,101,31,32,1,no,1,,daughters!
3,4,70,101,31,32,1,no,2,,"He hath no daughters, sir."
3,4,70,101,31,32,1,no,3,,"Death, traitor! nothing could have subdued nature"
3,4,70,101,31,32,1,no,4,,To such a lowness but his unkind daughters.
3,4,70,101,31,32,1,no,5,,"Is it the fashion, that discarded fathers"
3,4,70,101,31,32,1,no,6,,Should have thus little mercy on their flesh?
3,4,70,101,31,32,1,no,7,,Judicious punishment! 'twas this flesh begot
3,4,70,101,31,32,1,no,8,,Those pelican daughters.
3,4,70,101,31,32,1,no,9,,Pillicock sat on Pillicock-hill:
3,4,70,101,31,32,1,no,10,,"Halloo, halloo, loo, loo!"
3,4,70,101,31,32,1,no,11,,This cold night will turn us all to
3,4,70,101,31,32,1,no,12,,fools and
3,4,70,101,31,32,1,no,13,,Take heed o' the foul fiend: obey
3,4,70,101,31,32,1,no,14,,thy parents;
3,4,70,101,31,32,1,no,15,,commit not
3,4,70,101,31,32,1,no,16,,thy sweet heart on
3,4,70,101,31,32,1,no,17,,What hast thou been?
3,4,70,101,31,32,1,no,18,,"A serving-man, proud in heart and"
3,4,70,101,31,32,1,no,19,,mind; that
3,4,70,101,31,32,1,no,20,,my cap; served the lust
3,4,70,101,31,32,1,no,21,,and did the act of darkness with
3,4,70,101,31,32,1,no,22,,"as many oaths as I spake words, and broke"
3,4,70,101,31,32,1,no,23,,them in the sweet face of heaven: one that
3,4,70,101,31,32,1,no,24,,slept in the
3,4,70,101,31,32,1,no,25,,"do it: wine loved I deeply, dice"
3,4,70,101,31,32,1,no,26,,in woman out-paramoured
3,4,70,101,31,32,1,no,27,,"heart, light of ear, bloody of hand;"
3,4,70,101,31,32,1,no,28,,"sloth, fox in stealth, wolf in greediness, dog"
3,4,70,101,31,32,1,no,29,,"madness, lion in prey. Let not the creaking"
3,4,70,101,31,32,1,no,30,,of shoes
3,4,70,101,31,32,1,no,31,,poor heart to woman:
3,4,70,101,31,32,1,no,32,101,"brothels, thy hand out of"
3,4,101,119,18,18,0,yes,,,
3,4,119,130,11,12,1,no,1,,"Look, here comes a walking fire."
3,4,119,130,11,12,1,no,2,,This is the foul fiend Flibbertigibbet:
3,4,119,130,11,12,1,no,3,,he begins at
3,4,119,130,11,12,1,no,4,,cock; he gives the web
3,4,119,130,11,12,1,no,5,,"the eye, and makes the hare-lip;"
3,4,119,130,11,12,1,no,6,,"white wheat, and hurts the poor creature"
3,4,119,130,11,12,1,no,7,,earth.
3,4,119,130,11,12,1,no,8,,S. Withold footed thrice the old;
3,4,119,130,11,12,1,no,9,,"He met the night-mare, and her nine-fold;"
3,4,119,130,11,12,1,no,10,,"Bid her alight,"
3,4,119,130,11,12,1,no,11,,"And her troth plight,"
3,4,119,130,11,12,1,no,12,130,"And, aroint thee, witch, aroint thee!"
3,4,130,150,20,21,1,no,1,,How fares your grace?
3,4,130,150,20,21,1,no,2,,What's he?
3,4,130,150,20,21,1,no,3,,Who's there? What is't you seek?
3,4,130,150,20,21,1,no,4,,What are you there? Your names?
3,4,130,150,20,21,1,no,5,,Poor Tom; that eats the swimming
3,4,130,150,20,21,1,no,6,,"frog, the"
3,4,130,150,20,21,1,no,7,,the water; that
3,4,130,150,20,21,1,no,8,,"the foul fiend rages, eats"
3,4,130,150,20,21,1,no,9,,swallows the old rat and
3,4,130,150,20,21,1,no,10,,the green mantle of the standing
3,4,130,150,20,21,1,no,11,,"whipped from tithing to tithing, and"
3,4,130,150,20,21,1,no,12,,"punished, and imprisoned; who hath had three"
3,4,130,150,20,21,1,no,13,,suits
3,4,130,150,20,21,1,no,14,,"to ride, and weapon to wear;"
3,4,130,150,20,21,1,no,15,,"But mice and rats, and such small deer,"
3,4,130,150,20,21,1,no,16,,Have been Tom's food for seven long year.
3,4,130,150,20,21,1,no,17,,"Beware my follower. Peace, Smulkin; peace, thou fiend!"
3,4,130,150,20,21,1,no,18,,"What, hath your grace no better company?"
3,4,130,150,20,21,1,no,19,,The prince of darkness is a gentle-
3,4,130,150,20,21,1,no,20,,man: Modo
3,4,130,150,20,21,1,no,21,150,Our flesh and blood is grown so
3,4,150,160,10,10,0,yes,,,
3,4,160,170,10,11,1,no,1,,What is the cause of thunder?
3,4,160,170,10,11,1,no,2,,"Good my lord, take his offer;"
3,4,160,170,10,11,1,no,3,,I'll talk a word with this same learned Theban.
3,4,160,170,10,11,1,no,4,,What is your study?
3,4,160,170,10,11,1,no,5,,"How to prevent the fiend, and to kill vermin."
3,4,160,170,10,11,1,no,6,,Let me ask you one word in private.
3,4,160,170,10,11,1,no,7,,"Importune him once more to go, my lord;"
3,4,160,170,10,11,1,no,8,,His wits begin to unsettle.
3,4,160,170,10,11,1,no,9,,Canst thou blame him?
3,4,160,170,10,11,1,no,10,,"His daughters seek his death; ah, that good Kent!"
3,4,160,170,10,11,1,no,11,170,"He said it would be thus, poor banish'd man!"
3,4,170,181,11,14,3,no,1,,"Thou say'st the king grows mad; I'll tell thee, friend."
3,4,170,181,11,14,3,no,2,,"I am almost mad myself: I had a son,"
3,4,170,181,11,14,3,no,3,,"Now outlaw'd from my blood: he sought my life,"
3,4,170,181,11,14,3,no,4,,"But lately, very late: I loved him, friend:"
3,4,170,181,11,14,3,no,5,,"No father his son dearer: truth to tell thee,"
3,4,170,181,11,14,3,no,6,,The grief hath crazed my wits. What a night's this!
3,4,170,181,11,14,3,no,7,,"I do beseech your grace,--"
3,4,170,181,11,14,3,no,8,,"O, cry you mercy, sir."
3,4,170,181,11,14,3,no,9,,"Noble philosopher, your company."
3,4,170,181,11,14,3,no,10,,Tom's a-cold.
3,4,170,181,11,14,3,no,11,,"In, fellow, there, into the hovel: keep thee warm."
3,4,170,181,11,14,3,no,12,,"Come, let's in all."
3,4,170,181,11,14,3,no,13,,"This way, my lord."
3,4,170,181,11,14,3,no,14,181,With him;
3,5,9,20,11,12,1,no,1,,by a reproveable badness
3,5,9,20,11,12,1,no,2,,How malicious is my fortune that I
3,5,9,20,11,12,1,no,3,,must repent
3,5,9,20,11,12,1,no,4,,"spoke of,"
3,5,9,20,11,12,1,no,5,,party to the advantages
3,5,9,20,11,12,1,no,6,,"that this treason were not,"
3,5,9,20,11,12,1,no,7,,detector!
3,5,9,20,11,12,1,no,8,,Go with me to the duchess.
3,5,9,20,11,12,1,no,9,,"If the matter of this paper be certain,"
3,5,9,20,11,12,1,no,10,,you have
3,5,9,20,11,12,1,no,11,,"True or false, it hath made thee earl"
