act,scene,anchor_a,anchor_b,gap,boundaries_between,excess,closes,boundary_position,boundary_n,leads_into
1,4,190,209,19,20,1,no,12,,"speaking true, thou'lt have me"
1,4,190,209,19,20,1,no,13,,lying; and sometimes I am whipped for holding
1,4,190,209,19,20,1,no,14,,my peace. I had rather be any kind o'
1,4,190,209,19,20,1,no,15,,thing than a fool:
1,4,190,209,19,20,1,no,16,,"thee, nuncle; thou hast pared thy"
1,4,190,209,19,20,1,no,17,,"sides, and left nothing i' the middle: here"
1,4,190,209,19,20,1,no,18,,comes one o' the parings.
1,4,190,209,19,20,1,no,19,,"How now, daughter! what makes"
1,4,190,209,19,20,1,no,20,209,that frontlet
1,4,209,220,11,10,-1,no,1,,of late i' the frown.
1,4,209,220,11,10,-1,no,2,,Thou wast a pretty fellow when thou
1,4,209,220,11,10,-1,no,3,,hadst no
1,4,209,220,11,10,-1,no,4,,thou art an O without
1,4,209,220,11,10,-1,no,5,,"than thou art now; I am a fool,"
1,4,209,220,11,10,-1,no,6,,nothing.
1,4,209,220,11,10,-1,no,7,,hold my tongue; so
1,4,209,220,11,10,-1,no,8,,you say nothing.
1,4,209,220,11,10,-1,no,9,,"He that keeps nor crust nor crum,"
1,4,209,220,11,10,-1,no,10,220,"Weary of all, shall want some."
1,4,220,240,20,20,0,yes,,,
1,4,240,250,10,10,0,yes,,,
1,4,250,260,10,10,0,yes,,,
1,4,260,270,10,10,0,yes,,,
1,4,270,281,11,12,1,no,1,,A little to disquantity your train;
1,4,270,281,11,12,1,no,2,,"And the remainder, that shall still depend,"
1,4,270,281,11,12,1,no,3,,"To be such men as may besort your age,"
1,4,270,281,11,12,1,no,4,,And know themselves and you.
1,4,270,281,11,12,1,no,5,,Darkness and devils!
1,4,270,281,11,12,1,no,6,,Saddle my horses; call my train together.
1,4,270,281,11,12,1,no,7,,Degenerate bastard! I'll not trouble thee:
1,4,270,281,11,12,1,no,8,,Yet have I left a daughter.
1,4,270,281,11,12,1,no,9,,You strike my people; and your disorder'd rabble
1,4,270,281,11,12,1,no,10,,Make servants of their betters.
1,4,270,281,11,12,1,no,11,,"Woe, that too late repents,--"
1,4,270,281,11,12,1,no,12,281,"Is it your will? Speak, sir. Prepare my horses."
1,4,281,290,9,10,1,no,1,,"Ingratitude, thou marble-hearted fiend,"
1,4,281,290,9,10,1,no,2,,More hideous when thou show'st thee in a child
1,4,281,290,9,10,1,no,3,,Than the sea-monster!
1,4,281,290,9,10,1,no,4,,"Pray, sir, be patient."
1,4,281,290,9,10,1,no,5,,Detested kite! thou liest.
1,4,281,290,9,10,1,no,6,,"My train are men of choice and rarest parts,"
1,4,281,290,9,10,1,no,7,,"That all particulars of duty know,"
1,4,281,290,9,10,1,no,8,,And in the most exact regard support
1,4,281,290,9,10,1,no,9,,"The worships of their name. O most small fault,"
1,4,281,290,9,10,1,no,10,290,How ugly didst thou in Cordelia show!
1,4,290,300,10,11,1,no,1,,"That, like an engine, wrench'd my frame of nature"
1,4,290,300,10,11,1,no,2,,"From the fix'd place; drew from my heart all love,"
1,4,290,300,10,11,1,no,3,,"And added to the gall. O Lear, Lear, Lear!"
1,4,290,300,10,11,1,no,4,,"Beat at this gate, that let thy folly in,"
1,4,290,300,10,11,1,no,5,,"And thy dear judgement out! Go, go, my people."
1,4,290,300,10,11,1,no,6,,"My lord, I am guiltless, as I am ignorant"
1,4,290,300,10,11,1,no,7,,Of what hath moved you.
1,4,290,300,10,11,1,no,8,,"It may be so, my lord."
1,4,290,300,10,11,1,no,9,,"Hear, nature, hear; dear goddess, hear!"
1,4,290,300,10,11,1,no,10,,"Suspend thy purpose, if thou didst intend"
1,4,290,300,10,11,1,no,11,300,To make this creature fruitful!
1,4,300,310,10,10,0,yes,,,
1,4,310,320,10,11,1,no,1,,How sharper than a serpent's tooth it is
1,4,310,320,10,11,1,no,2,,"To have a thankless child! Away, away!"
1,4,310,320,10,11,1,no,3,,"Now, gods that we adore,"
1,4,310,320,10,11,1,no,4,,Never afflict yourself to know the cause;
1,4,310,320,10,11,1,no,5,,But let this disposition have that scope
1,4,310,320,10,11,1,no,6,,That dotage gives it.
1,4,310,320,10,11,1,no,7,,"What, fifty of my followers at a clap!"
1,4,310,320,10,11,1,no,8,,Within a fortnight!
1,4,310,320,10,11,1,no,9,,"What's the matter, sir?"
1,4,310,320,10,11,1,no,10,,I'll tell thee:
1,4,310,320,10,11,1,no,11,320,That thou hast power to shake my manhood thus;
1,4,320,329,9,10,1,no,1,,"That these hot tears, which break from me perforce,"
1,4,320,329,9,10,1,no,2,,Should make thee worth them.
1,4,320,329,9,10,1,no,3,,The untented woundings of a father's curse
1,4,320,329,9,10,1,no,4,,"Pierce every sense about thee! Old fond eyes,"
1,4,320,329,9,10,1,no,5,,"Beweep this cause again, I'll pluck ye out,"
1,4,320,329,9,10,1,no,6,,"And cast you, with the waters that you lose,"
1,4,320,329,9,10,1,no,7,,"To temper clay. Yea, is it come to this?"
1,4,320,329,9,10,1,no,8,,Let it be so:
1,4,320,329,9,10,1,no,9,,"Who, I am sure, is kind and comfortable:"
1,4,320,329,9,10,1,no,10,329,"When she shall hear this of thee, with her"
1,4,329,331,2,2,0,yes,,,
1,4,331,340,9,8,-1,no,1,,That I'll resume the shape which thou dost think
1,4,331,340,9,8,-1,no,2,,"I have cast off for ever: thou shalt, I warrant thee."
1,4,331,340,9,8,-1,no,3,,"Do you mark that, my lord?"
1,4,331,340,9,8,-1,no,4,,"I cannot be so partial, Goneril."
1,4,331,340,9,8,-1,no,5,,"To the great love I bear you,--"
1,4,331,340,9,8,-1,no,6,,"Pray you, content. What, Oswald, ho!"
1,4,331,340,9,8,-1,no,7,,"You, sir, more knave than fool, after your master."
1,4,331,340,9,8,-1,no,8,340,"Nuncle Lear, nuncle Lear,"
1,4,340,360,20,23,3,no,1,,take the fool with thee.
1,4,340,360,20,23,3,no,2,,"A fox, when one has caught her,"
1,4,340,360,20,23,3,no,3,,"And such a daughter,"
1,4,340,360,20,23,3,no,4,,"Should sure to the slaughter,"
1,4,340,360,20,23,3,no,5,,If my cap would buy a halter:
1,4,340,360,20,23,3,no,6,,So the fool follows after.
1,4,340,360,20,23,3,no,7,,This man hath had good counsel:--
1,4,340,360,20,23,3,no,8,,'Tis politic and safe to let him keep
1,4,340,360,20,23,3,no,9,,"At point a hundred knights: yes, that, on every dream,"
1,4,340,360,20,23,3,no,10,,"Each buzz, each fancy, each complaint, dislike,"
1,4,340,360,20,23,3,no,11,,"He may enguard his dotage with their powers,"
1,4,340,360,20,23,3,no,12,,"And hold our lives in mercy. Oswald, I say!"
1,4,340,360,20,23,3,no,13,,"Well, you may fear too far."
1,4,340,360,20,23,3,no,14,,Safer than trust too far:
1,4,340,360,20,23,3,no,15,,"Let me still take away the harms I fear,"
1,4,340,360,20,23,3,no,16,,Not fear still to be taken: I know his heart.
1,4,340,360,20,23,3,no,17,,What he hath utter'd I have writ my sister:
1,4,340,360,20,23,3,no,18,,"If she sustain him and his hundred knights,"
1,4,340,360,20,23,3,no,19,,"When I have show'd the unfitness,--"
1,4,340,360,20,23,3,no,20,,"How now, Oswald!"
1,4,340,360,20,23,3,no,21,,"What, have you writ that letter to my sister?"
1,4,340,360,20,23,3,no,22,,"Yes, madam."
1,4,340,360,20,23,3,no,23,360,"Take you some company, and away to horse:"
1,4,360,370,10,10,0,yes,,,
1,5,10,20,10,11,1,no,1,,"Ay, boy."
1,5,10,20,10,11,1,no,2,,"Then, I prithee, be merry; thy wit"
1,5,10,20,10,11,1,no,3,,shall ne'er go
1,5,10,20,10,11,1,no,4,,"Ha, ha, ha!"
1,5,10,20,10,11,1,no,5,,Shalt see thy other daughter will use
1,5,10,20,10,11,1,no,6,,thee kindly;
1,5,10,20,10,11,1,no,7,,crab's like an
1,5,10,20,10,11,1,no,8,,tell.
1,5,10,20,10,11,1,no,9,,"Why, what canst thou tell, my boy?"
1,5,10,20,10,11,1,no,10,,She will taste as like this as a crab
1,5,10,20,10,11,1,no,11,20,does to a
1,5,20,30,10,10,0,yes,,,
1,5,30,40,10,10,0,yes,,,
1,5,40,50,10,10,0,yes,,,
2,1,10,20,10,10,0,yes,,,
2,1,20,40,20,21,1,no,1,,"Which I must act: briefness and fortune, work!"
2,1,20,40,20,21,1,no,2,,"Brother, a word; descend, brother, I say!"
2,1,20,40,20,21,1,no,3,,"My father watches: O sir, fly this place;"
2,1,20,40,20,21,1,no,4,,Intelligence is given where you are hid;
2,1,20,40,20,21,1,no,5,,You have now the good advantage of the night:
2,1,20,40,20,21,1,no,6,,Have you not spoken 'gainst the Duke of Cornwall?
2,1,20,40,20,21,1,no,7,,"He's coming hither; now, i' the night, i' the haste,"
2,1,20,40,20,21,1,no,8,,And Regan with him: have you nothing said
2,1,20,40,20,21,1,no,9,,Upon his part 'gainst the Duke of Albany?
2,1,20,40,20,21,1,no,10,,Advise yourself.
2,1,20,40,20,21,1,no,11,,"I am sure on't, not a word."
2,1,20,40,20,21,1,no,12,,I hear my father coming: pardon me;
2,1,20,40,20,21,1,no,13,,In cunning I must draw my sword upon you:
2,1,20,40,20,21,1,no,14,,Draw; seem to defend yourself;
2,1,20,40,20,21,1,no,15,,"Yield: come before my father. Light, ho, here!"
2,1,20,40,20,21,1,no,16,,"Fly, brother. Torches, torches! So, farewell."
2,1,20,40,20,21,1,no,17,,Some blood drawn on me would beget opinion
2,1,20,40,20,21,1,no,18,,Of my more fierce endeavor; I have seen drunkards
2,1,20,40,20,21,1,no,19,,"Do more than this in sport. Father, father!"
2,1,20,40,20,21,1,no,20,,"Stop, stop! No help?"
2,1,20,40,20,21,1,no,21,40,"Now, Edmund, where's the villain?"
2,1,40,51,11,13,2,no,1,,"Here stood he in the dark, his sharp sword out,"
2,1,40,51,11,13,2,no,2,,"Mumbling of wicked charms, conjuring the moon"
2,1,40,51,11,13,2,no,3,,"To stand auspicious mistress,--"
2,1,40,51,11,13,2,no,4,,But where is he?
2,1,40,51,11,13,2,no,5,,"Look, sir, I bleed."
2,1,40,51,11,13,2,no,6,,"Where is the villain, Edmund?"
2,1,40,51,11,13,2,no,7,,"Fled this way, sir. When by no means he could--"
2,1,40,51,11,13,2,no,8,,"Pursue him, ho! Go after."
2,1,40,51,11,13,2,no,9,,Persuade me to the murder of your lordship;
2,1,40,51,11,13,2,no,10,,"But I told him, the revenging gods"
2,1,40,51,11,13,2,no,11,,'Gainst parricides did all their thunders bend;
2,1,40,51,11,13,2,no,12,,"Spoke, with how manifold and strong a bond"
2,1,40,51,11,13,2,no,13,51,"The child was bound to the father; sir, in fine,"
2,1,51,60,9,11,2,no,1,,Seeing how loathly opposite I stood
2,1,51,60,9,11,2,no,2,,"To his unnatural purpose, in fell motion,"
2,1,51,60,9,11,2,no,3,,"With his prepared sword, he charges home"
2,1,51,60,9,11,2,no,4,,"My unprovided body, lanced mine arm:"
2,1,51,60,9,11,2,no,5,,"But when he saw my best alarum'd spirits,"
2,1,51,60,9,11,2,no,6,,"Bold in the quarrel's right, roused to the en-"
2,1,51,60,9,11,2,no,7,,"counter,"
2,1,51,60,9,11,2,no,8,,"Or whether gasted by the noise I made,"
2,1,51,60,9,11,2,no,9,,Full suddenly he fled.
2,1,51,60,9,11,2,no,10,,Let him fly far:
2,1,51,60,9,11,2,no,11,60,Not in this land shall he remain uncaught;
2,1,60,71,11,11,0,yes,,,
2,1,71,90,19,20,1,no,1,,"Of any trust, virtue, or worth in thee"
2,1,71,90,19,20,1,no,2,,"Make thy words faith'd? No: what I should deny,--"
2,1,71,90,19,20,1,no,3,,"As this I would; ay, though thou didst produce"
2,1,71,90,19,20,1,no,4,,"My very character,--I'ld turn it all"
2,1,71,90,19,20,1,no,5,,"To thy suggestion, plot, and damned practice:"
2,1,71,90,19,20,1,no,6,,"And thou must make a dullard of the world,"
2,1,71,90,19,20,1,no,7,,If they not thought the profits of my death
2,1,71,90,19,20,1,no,8,,Were very pregnant and potential spurs
2,1,71,90,19,20,1,no,9,,To make thee seek it.'
2,1,71,90,19,20,1,no,10,,Strong and fasten'd villain!
2,1,71,90,19,20,1,no,11,,Would he deny his letter? I never got him.
2,1,71,90,19,20,1,no,12,,"Hark, the duke's trumpets! I know not why he comes."
2,1,71,90,19,20,1,no,13,,All ports I'll bar; the villain shall not 'scape;
2,1,71,90,19,20,1,no,14,,"The duke must grant me that: besides, his picture"
2,1,71,90,19,20,1,no,15,,"I will send far and near, that all the kingdom"
2,1,71,90,19,20,1,no,16,,"May have due note of him; and of my land,"
2,1,71,90,19,20,1,no,17,,"Loyal and natural boy, I'll work the means"
2,1,71,90,19,20,1,no,18,,To make thee capable.
2,1,71,90,19,20,1,no,19,,"How now, my noble friend! since I came hither,"
2,1,71,90,19,20,1,no,20,90,"Which I can call but now, I have heard strange news,"
2,1,90,100,10,10,0,yes,,,
2,1,100,120,20,24,4,no,1,,"No marvel, then, though he were ill affected:"
2,1,100,120,20,24,4,no,2,,"'Tis they have put him on the old man's death,"
2,1,100,120,20,24,4,no,3,,To have the expense and waste of his revenues.
2,1,100,120,20,24,4,no,4,,I have this present evening from my sister
2,1,100,120,20,24,4,no,5,,"Been well inform'd of them; and with such cautions,"
2,1,100,120,20,24,4,no,6,,"That if they come to sojourn at my house,"
2,1,100,120,20,24,4,no,7,,"I'll not be there,"
2,1,100,120,20,24,4,no,8,,"Nor I, I assure thee, Regan."
2,1,100,120,20,24,4,no,9,,"Edmund, I hear that you have shown your father"
2,1,100,120,20,24,4,no,10,,A child-like office.
2,1,100,120,20,24,4,no,11,,"'Twas my duty, sir."
2,1,100,120,20,24,4,no,12,,He did bewray his practice; and received
2,1,100,120,20,24,4,no,13,,"This hurt you see, striving to apprehend him."
2,1,100,120,20,24,4,no,14,,"Ay, my good lord."
2,1,100,120,20,24,4,no,15,,"If he be taken, he shall never more"
2,1,100,120,20,24,4,no,16,,"Be fear'd of doing harm: make your own purpose,"
2,1,100,120,20,24,4,no,17,,"How in my strength you please. For you, Edmund,"
2,1,100,120,20,24,4,no,18,,Whose virtue and obedience doth this instant
2,1,100,120,20,24,4,no,19,,"So much commend itself, you shall be ours:"
2,1,100,120,20,24,4,no,20,,Natures of such deep trust we shall much need;
2,1,100,120,20,24,4,no,21,,You we first seize on.
2,1,100,120,20,24,4,no,22,,"I shall serve you, sir,"
2,1,100,120,20,24,4,no,23,,"Truly, however else."
2,1,100,120,20,24,4,no,24,120,For him I thank your grace.
2,1,120,130,10,13,3,no,1,,"You know not why we came to visit you,--"
2,1,120,130,10,13,3,no,2,,"Thus out of season, threading dark-"
2,1,120,130,10,13,3,no,3,,eyed night:
2,1,120,130,10,13,3,no,4,,"Occasions, noble Gloucester, of some poise,"
2,1,120,130,10,13,3,no,5,,Wherein we must have use of your advice:
2,1,120,130,10,13,3,no,6,,"Our father he hath writ, so hath our sister,"
2,1,120,130,10,13,3,no,7,,"Of differences, which I least thought it fit"
2,1,120,130,10,13,3,no,8,,To answer from our home; the several mes-
2,1,120,130,10,13,3,no,9,,sengers
2,1,120,130,10,13,3,no,10,,"From hence attend dispatch. Our good old friend,"
2,1,120,130,10,13,3,no,11,,Lay comforts to your bosom; and bestow
2,1,120,130,10,13,3,no,12,,"Your needful counsel to our business,"
2,1,120,130,10,13,3,no,13,130,Which craves the instant use.
2,2,10,29,19,19,0,yes,,,
2,2,29,51,22,25,3,no,1,,of thee nor
2,2,29,51,22,25,3,no,2,,"What a brazen-faced varlet art thou,"
2,2,29,51,22,25,3,no,3,,to deny
2,2,29,51,22,25,3,no,4,,since I tripped up thy
2,2,29,51,22,25,3,no,5,,"the king? Draw, you rogue:"
2,2,29,51,22,25,3,no,6,,"it be night, yet the moon shines; I'll make a"
2,2,29,51,22,25,3,no,7,,"sop o' the moonshine of you: draw, you"
2,2,29,51,22,25,3,no,8,,whoreson cullionly
2,2,29,51,22,25,3,no,9,,Away! I have nothing to do with
2,2,29,51,22,25,3,no,10,,thee.
2,2,29,51,22,25,3,no,11,,"Draw, you rascal: you come with"
2,2,29,51,22,25,3,no,12,,letters against
2,2,29,51,22,25,3,no,13,,puppet's part against
2,2,29,51,22,25,3,no,14,,"draw, you rogue, or"
2,2,29,51,22,25,3,no,15,,"your shanks: draw, you rascal; come"
2,2,29,51,22,25,3,no,16,,ways.
2,2,29,51,22,25,3,no,17,,"Help, ho! murder! help!"
2,2,29,51,22,25,3,no,18,,"Strike, you slave; stand, rogue,"
2,2,29,51,22,25,3,no,19,,stand; you neat
2,2,29,51,22,25,3,no,20,,"Help, ho! murder! murder!"
2,2,29,51,22,25,3,no,21,,How now! What's the matter?
2,2,29,51,22,25,3,no,22,,"With you, goodman boy, an you"
2,2,29,51,22,25,3,no,23,,"please: come,"
2,2,29,51,22,25,3,no,24,,master.
2,2,29,51,22,25,3,no,25,51,Weapons! arms! What's the matter
2,2,51,60,9,8,-1,no,1,,here?
2,2,51,60,9,8,-1,no,2,,"Keep peace, upon your lives:"
2,2,51,60,9,8,-1,no,3,,He dies that strikes
2,2,51,60,9,8,-1,no,4,,The messengers from our sister and the king.
2,2,51,60,9,8,-1,no,5,,What is your difference? speak.
2,2,51,60,9,8,-1,no,6,,"I am scarce in breath, my lord."
2,2,51,60,9,8,-1,no,7,,"No marvel, you have so bestirred"
2,2,51,60,9,8,-1,no,8,60,your valour.
2,2,60,80,20,19,-1,no,1,,in thee: a tailor
2,2,60,80,20,19,-1,no,2,,Thou art a strange fellow: a tailor make a man?
2,2,60,80,20,19,-1,no,3,,"Ay, a tailor, sir: a stone-cutter or a"
2,2,60,80,20,19,-1,no,4,,painter could
2,2,60,80,20,19,-1,no,5,,though he had been but two
2,2,60,80,20,19,-1,no,6,,"Speak yet, how grew your quarrel?"
2,2,60,80,20,19,-1,no,7,,"This ancient ruffian, sir, whose life I"
2,2,60,80,20,19,-1,no,8,,have spared
2,2,60,80,20,19,-1,no,9,,Thou whoreson zed! thou unnecessary
2,2,60,80,20,19,-1,no,10,,letter!
2,2,60,80,20,19,-1,no,11,,"leave, I will tread this unbolted"
2,2,60,80,20,19,-1,no,12,,"mortar, and daub the walls of a"
2,2,60,80,20,19,-1,no,13,,"him. Spare my gray beard, you wagtail?"
2,2,60,80,20,19,-1,no,14,,"Peace, sirrah!"
2,2,60,80,20,19,-1,no,15,,"You beastly knave, know you no reverence?"
2,2,60,80,20,19,-1,no,16,,"Yes, sir; but anger hath a privilege."
2,2,60,80,20,19,-1,no,17,,Why art thou angry?
2,2,60,80,20,19,-1,no,18,,"That such a slave as this should wear a sword,"
2,2,60,80,20,19,-1,no,19,80,"Who wears no honesty. Such smelling rogues as these,"
2,2,80,90,10,10,0,yes,,,
2,2,90,100,10,11,1,no,1,,I'ld drive ye cackling home to Camelot.
2,2,90,100,10,11,1,no,2,,"What, art thou mad, old fellow?"
2,2,90,100,10,11,1,no,3,,How fell you out? say that.
2,2,90,100,10,11,1,no,4,,No contraries hold more antipathy
2,2,90,100,10,11,1,no,5,,Than I and such a knave.
2,2,90,100,10,11,1,no,6,,Why dost thou call him a knave?
2,2,90,100,10,11,1,no,7,,What's his offence?
2,2,90,100,10,11,1,no,8,,His countenance likes me not.
2,2,90,100,10,11,1,no,9,,"No more, perchance, does mine, nor his, nor hers."
2,2,90,100,10,11,1,no,10,,"Sir, 'tis my occupation to be plain:"
2,2,90,100,10,11,1,no,11,100,I have seen better faces in my time
2,2,100,110,10,12,2,no,1,,Than stands on any shoulder that I see
2,2,100,110,10,12,2,no,2,,Before me at this instant.
2,2,100,110,10,12,2,no,3,,"This is some fellow,"
2,2,100,110,10,12,2,no,4,,"Who, having been praised for bluntness, doth affect"
2,2,100,110,10,12,2,no,5,,"A saucy roughness, and constrains the garb"
2,2,100,110,10,12,2,no,6,,"Quite from his nature: he cannot flatter, he,"
2,2,100,110,10,12,2,no,7,,"An honest mind and plain, he must speak"
2,2,100,110,10,12,2,no,8,,truth!
2,2,100,110,10,12,2,no,9,,"An they will take it, so; if not, he's plain:"
2,2,100,110,10,12,2,no,10,,"These kind of knaves I know, which in this plainness"
2,2,100,110,10,12,2,no,11,,Harbour more craft and more corrupter ends
2,2,100,110,10,12,2,no,12,110,Than twenty silly ducking observants
2,2,110,130,20,22,2,no,1,,That stretch their duties nicely.
2,2,110,130,20,22,2,no,2,,"Sir, in good sooth, in sincere verity,"
2,2,110,130,20,22,2,no,3,,"Under the allowance of your great aspect,"
2,2,110,130,20,22,2,no,4,,"Whose influence, like the wreath of radiant fire"
2,2,110,130,20,22,2,no,5,,"On flickering Phoebus' front,--"
2,2,110,130,20,22,2,no,6,,What mean'st by this?
2,2,110,130,20,22,2,no,7,,"To go out of my dialect, which you"
2,2,110,130,20,22,2,no,8,,discommend
2,2,110,130,20,22,2,no,9,,flatterer: he that beguiled
2,2,110,130,20,22,2,no,10,,was a plain knave; which
2,2,110,130,20,22,2,no,11,,"I will not be, though I should win your"
2,2,110,130,20,22,2,no,12,,to entreat me to't.
2,2,110,130,20,22,2,no,13,,What was the offence you gave him?
2,2,110,130,20,22,2,no,14,,I never gave him any:
2,2,110,130,20,22,2,no,15,,It pleased the king his master very late
2,2,110,130,20,22,2,no,16,,"To strike at me, upon his misconstruction;"
2,2,110,130,20,22,2,no,17,,"When he, conjunct, and flattering his dis-"
2,2,110,130,20,22,2,no,18,,"pleasure,"
2,2,110,130,20,22,2,no,19,,"Tripp'd me behind; being down, insulted, rail'd,"
2,2,110,130,20,22,2,no,20,,"And put upon him such a deal of man,"
2,2,110,130,20,22,2,no,21,,"That worthied him, got praises of the king"
2,2,110,130,20,22,2,no,22,130,For him attempting who was self-subdued;
2,2,130,140,10,13,3,no,1,,"And, in the fleshment of this dread exploit,"
2,2,130,140,10,13,3,no,2,,Drew on me here again.
2,2,130,140,10,13,3,no,3,,None of these rogues and cowards
2,2,130,140,10,13,3,no,4,,But Ajax is their fool.
2,2,130,140,10,13,3,no,5,,Fetch forth the stocks!
2,2,130,140,10,13,3,no,6,,"You stubborn ancient knave, you reverend braggart,"
2,2,130,140,10,13,3,no,7,,We'll teach you--
2,2,130,140,10,13,3,no,8,,"Sir, I am too old to learn:"
2,2,130,140,10,13,3,no,9,,Call not for your stocks for me: I serve the king;
2,2,130,140,10,13,3,no,10,,On whose employment I was sent to you:
2,2,130,140,10,13,3,no,11,,"You shall do small respect, show too bold malice"
2,2,130,140,10,13,3,no,12,,"Against the grace and person of my master,"
2,2,130,140,10,13,3,no,13,140,Stocking his messenger.
2,2,140,149,9,10,1,no,1,,"Fetch forth the stocks! As I have life and honor,"
2,2,140,149,9,10,1,no,2,,There shall he sit till noon.
2,2,140,149,9,10,1,no,3,,"Till noon! till night, my lord; and all night too."
2,2,140,149,9,10,1,no,4,,"Why, madam, if I were your father's dog,"
2,2,140,149,9,10,1,no,5,,You should not use me so.
2,2,140,149,9,10,1,no,6,,"Sir, being his knave, I will."
2,2,140,149,9,10,1,no,7,,This is a fellow of the self-same color
2,2,140,149,9,10,1,no,8,,"Our sister speaks of. Come, bring away the stocks!"
2,2,140,149,9,10,1,no,9,,Let me beseech your grace not to do so:
2,2,140,149,9,10,1,no,10,149,"His fault is much, and"
2,2,149,161,12,13,1,no,1,,Will check him for't: your purposed low correction
2,2,149,161,12,13,1,no,2,,Is such as basest and contemned'st wretches
2,2,149,161,12,13,1,no,3,,For pilferings and most common trespasses
2,2,149,161,12,13,1,no,4,,"Are punish'd with: the king must take it ill,"
2,2,149,161,12,13,1,no,5,,That he's so slightly valued in his messenger.
2,2,149,161,12,13,1,no,6,,Should have him thus restrain'd.
2,2,149,161,12,13,1,no,7,,I'll answer that.
2,2,149,161,12,13,1,no,8,,"My sister may receive it much more worse,"
2,2,149,161,12,13,1,no,9,,"To have her gentleman abused, assaulted,"
2,2,149,161,12,13,1,no,10,,For following her affairs. Put in his legs.
2,2,149,161,12,13,1,no,11,,"Come, my good lord, away."
2,2,149,161,12,13,1,no,12,,"I am sorry for thee, friend; 'tis the duke's pleasure,"
2,2,149,161,12,13,1,no,13,161,"Whose disposition, all the world well knows,"
2,2,161,171,10,10,0,yes,,,
2,2,171,179,8,9,1,no,1,,That by thy comfortable beams I may
2,2,171,179,8,9,1,no,2,,Peruse this letter! Nothing almost sees miracles
2,2,171,179,8,9,1,no,3,,"But misery: I know 'tis from Cordelia,"
2,2,171,179,8,9,1,no,4,,Who hath most fortunately been inform'd
2,2,171,179,8,9,1,no,5,,Of my obscured course; and shall find time
2,2,171,179,8,9,1,no,6,,"From this enormous state, seeking to give"
2,2,171,179,8,9,1,no,7,,Losses their remedies. All weary and o'er-
2,2,171,179,8,9,1,no,8,,"watch'd,"
2,2,171,179,8,9,1,no,9,179,"Take vantage, heavy eyes, not to behold"
2,3,11,20,9,9,0,yes,,,
2,4,11,20,9,10,1,no,1,,then he wears wooden nether-stocks.
2,4,11,20,9,10,1,no,2,,What's he
2,4,11,20,9,10,1,no,3,,To set thee here?
2,4,11,20,9,10,1,no,4,,It is both he and she;
2,4,11,20,9,10,1,no,5,,Your son and daughter.
2,4,11,20,9,10,1,no,6,,No.
2,4,11,20,9,10,1,no,7,,Yes.
2,4,11,20,9,10,1,no,8,,"No, I say."
2,4,11,20,9,10,1,no,9,,"I say, yea."
2,4,11,20,9,10,1,no,10,20,"No, no, they would not."
2,4,20,31,11,13,2,no,1,,"Yes, they have."
2,4,20,31,11,13,2,no,2,,"By Jupiter, I swear, no."
2,4,20,31,11,13,2,no,3,,"By Juno, I swear, ay."
2,4,20,31,11,13,2,no,4,,They durst not do't;
2,4,20,31,11,13,2,no,5,,"They could not, would not do't; 'tis worse than murder,"
2,4,20,31,11,13,2,no,6,,To do upon respect such violent outrage:
2,4,20,31,11,13,2,no,7,,"Resolve me, with all modest haste, which way"
2,4,20,31,11,13,2,no,8,,"Thou might'st deserve, or they impose, this usage,"
2,4,20,31,11,13,2,no,9,,Coming from us.
2,4,20,31,11,13,2,no,10,,"My lord, when at their home"
2,4,20,31,11,13,2,no,11,,"I did commend your highness' letters to them,"
2,4,20,31,11,13,2,no,12,,Ere I was risen from the place that show'd
2,4,20,31,11,13,2,no,13,31,"My duty kneeling, came there a reeking post,"
2,4,31,40,9,9,0,yes,,,
2,4,40,50,10,9,-1,no,1,,Being the very fellow that of late
2,4,40,50,10,9,-1,no,2,,"Display'd so saucily against your highness,--"
2,4,40,50,10,9,-1,no,3,,"Having more man than wit about me, drew:"
2,4,40,50,10,9,-1,no,4,,He raised the house with loud and coward cries.
2,4,40,50,10,9,-1,no,5,,Your son and daughter found this trespass worth
2,4,40,50,10,9,-1,no,6,,The shame which here it suffers.
2,4,40,50,10,9,-1,no,7,,"Winter's not gone yet, if the wild-geese"
2,4,40,50,10,9,-1,no,8,,fly that way.
2,4,40,50,10,9,-1,no,9,50,Do make their children blind;
2,4,50,80,30,33,3,no,1,,But fathers that bear bags
2,4,50,80,30,33,3,no,2,,Shall see their children kind.
2,4,50,80,30,33,3,no,3,,"Fortune, that arrant whore,"
2,4,50,80,30,33,3,no,4,,Ne'er turns the key to the poor.
2,4,50,80,30,33,3,no,5,,"But, for all this, thou shalt have as many dolours"
2,4,50,80,30,33,3,no,6,,for thy
2,4,50,80,30,33,3,no,7,,year.
2,4,50,80,30,33,3,no,8,,"O, how this mother swells up toward my heart!"
2,4,50,80,30,33,3,no,9,,"Hysterica passio, down, thou climbing sorrow,"
2,4,50,80,30,33,3,no,10,,Thy element's below! Where is this daughter?
2,4,50,80,30,33,3,no,11,,"With the earl, sir, here within."
2,4,50,80,30,33,3,no,12,,Follow me not;
2,4,50,80,30,33,3,no,13,,Stay here.
2,4,50,80,30,33,3,no,14,,Made you no more offence
2,4,50,80,30,33,3,no,15,,you speak of?
2,4,50,80,30,33,3,no,16,,None.
2,4,50,80,30,33,3,no,17,,How chance the king comes with so small a train?
